You are now connected to database "nc_news_test" as user "user".
 article_id |                         title                          | topic |    author     |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                body                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |     created_at      | votes |                                            article_img_url                                            | comment_id |                                                                                         body                                                                                         | article_id |    author     | votes |     created_at      
          3 | Eight pug gifs that remind me of mitch                 | mitch | icellusedkars | some gifs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2020-11-03 09:12:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         10 | git push origin master                                                                                                                                                               |          3 | icellusedkars |     0 | 2020-06-20 08:24:00
          3 | Eight pug gifs that remind me of mitch                 | mitch | icellusedkars | some gifs                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2020-11-03 09:12:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         11 | Ambidextrous marsupial                                                                                                                                                               |          3 | icellusedkars |     0 | 2020-09-20 00:10:00
          1 | Living in the shadow of a great man                    | mitch | butter_bridge | I find this existence challenging                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 2020-07-09 21:11:00 |   100 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         12 | Massive intercranial brain haemorrhage                                                                                                                                               |          1 | icellusedkars |     0 | 2020-03-02 07:10:00
          1 | Living in the shadow of a great man                    | mitch | butter_bridge | I find this existence challenging                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 2020-07-09 21:11:00 |   100 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         13 | Fruit pastilles                                                                                                                                                                      |          1 | icellusedkars |     0 | 2020-06-15 11:25:00
          5 | UNCOVERED: catspiracy to bring down democracy          | cats  | rogersop      | Bastet walks amongst us, and the cats are taking arms!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2020-08-03 14:14:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         14 | What do you see? I have no idea where this will lead us. This place I speak of, is known as the Black Lodge.                                                                         |          5 | icellusedkars |    16 | 2020-06-09 06:00:00
          5 | UNCOVERED: catspiracy to bring down democracy          | cats  | rogersop      | Bastet walks amongst us, and the cats are taking arms!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2020-08-03 14:14:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         15 | I am 100% sure that we're not completely sure.                                                                                                                                       |          5 | butter_bridge |     1 | 2020-11-24 00:08:00
          6 | A                                                      | mitch | icellusedkars | Delicious tin of cat food                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2020-10-18 02:00:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         16 | This is a bad article name                                                                                                                                                           |          6 | butter_bridge |     1 | 2020-10-11 16:23:00
          9 | They're not exactly dogs, are they?                    | mitch | butter_bridge | Well? Think about it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 2020-06-06 10:10:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         17 | The owls are not what they seem.                                                                                                                                                     |          9 | icellusedkars |    20 | 2020-03-14 17:02:00
          1 | Living in the shadow of a great man                    | mitch | butter_bridge | I find this existence challenging                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 2020-07-09 21:11:00 |   100 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |         18 | This morning, I showered for nine minutes.                                                                                                                                           |          1 | butter_bridge |    16 | 2020-07-21 01:20:00
         11 | Am I a cat?                                            | mitch | icellusedkars | Having run out of ideas for articles, I am staring at the wall blankly, like a cat. Does this make me a cat?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 2020-01-15 22:21:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
         12 | Moustache                                              | mitch | butter_bridge | Have you seen the size of that thing?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 2020-10-11 12:24:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
         10 | Seven inspirational thought leaders from Manchester UK | mitch | rogersop      | Who are we kidding, there is only one, and it's Mitch!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2020-05-14 05:15:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
          2 | Sony Vaio; or, The Laptop                              | mitch | icellusedkars | Call me Mitchell. Some years ago—never mind how long precisely—having little or no money in my purse, and nothing particular to interest me on shore, I thought I would buy a laptop about a little and see the codey part of the world. It is a way I have of driving off the spleen and regulating the circulation. Whenever I find myself growing grim about the mouth; whenever it is a damp, drizzly November in my soul; whenever I find myself involuntarily pausing before coffin warehouses, and bringing up the rear of every funeral I meet; and especially whenever my hypos get such an upper hand of me, that it requires a strong moral principle to prevent me from deliberately stepping into the street, and methodically knocking people’s hats off—then, I account it high time to get to coding as soon as I can. This is my substitute for pistol and ball. With a philosophical flourish Cato throws himself upon his sword; I quietly take to the laptop. There is nothing surprising in this. If they but knew it, almost all men in their degree, some time or other, cherish very nearly the same feelings towards the the Vaio with me. | 2020-10-16 06:03:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
         13 | Another article about Mitch                            | mitch | butter_bridge | There will never be enough articles about Mitch!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | 2020-10-11 12:24:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
          8 | Does Mitch predate civilisation?                       | mitch | icellusedkars | Archaeologists have uncovered a gigantic statue from the dawn of humanity, and it has an uncanny resemblance to Mitch. Surely I am not the only person who can see this?!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2020-04-17 02:08:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
          4 | Student SUES Mitch!                                    | mitch | rogersop      | We all love Mitch and his wonderful, unique typing style. However, the volume of his typing has ALLEGEDLY burst another students eardrums, and they are now suing for damages                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 2020-05-06 02:14:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
          7 | Z                                                      | mitch | icellusedkars | I was hungry.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | 2020-01-07 14:08:00 |     0 | https://images.pexels.com/photos/158651/news-newsletter-newspaper-information-158651.jpeg?w=700&h=700 |            |                                                                                                                                                                                      |            |               |       | 
(26 rows)

